,count_1,routine_flg,period,is_deleted,campaign_name_入会費半額,campaign_name_入会費無料,class_name_オールタイム,class_name_デイタイム,gender_F
546,7.0,1.0,12,0.0,0,0,1,0,0
547,8.0,1.0,1,0.0,0,0,1,0,0
548,6.0,1.0,9,0.0,1,0,1,0,0
549,8.0,1.0,4,0.0,1,0,1,0,1
550,9.0,1.0,9,0.0,0,1,0,1,1
551,8.0,1.0,11,0.0,0,0,0,0,1
552,9.0,1.0,9,0.0,0,0,1,0,0
554,5.0,1.0,20,0.0,0,0,1,0,1
555,4.0,1.0,27,0.0,0,0,1,0,0
556,3.0,1.0,28,0.0,0,0,0,1,1
557,5.0,1.0,17,0.0,1,0,1,0,0
558,6.0,1.0,25,0.0,1,0,0,0,1
559,3.0,1.0,28,0.0,0,0,0,0,0
560,6.0,1.0,16,0.0,1,0,0,1,1
561,7.0,1.0,42,0.0,0,0,0,0,1
562,9.0,1.0,7,0.0,1,0,0,0,0
563,9.0,1.0,0,0.0,0,0,0,1,1
564,7.0,1.0,22,0.0,0,0,1,0,0
565,7.0,1.0,24,0.0,0,0,0,0,0
566,4.0,1.0,15,0.0,0,1,0,0,0
567,6.0,1.0,25,0.0,0,0,1,0,0
568,9.0,1.0,13,0.0,1,0,1,0,1
569,5.0,1.0,20,0.0,0,0,0,1,1
570,6.0,1.0,24,0.0,0,0,0,1,1
571,8.0,1.0,22,0.0,0,0,1,0,1
572,8.0,1.0,6,0.0,0,0,0,1,1
573,6.0,1.0,12,0.0,0,0,1,0,0
574,5.0,1.0,37,0.0,0,0,1,0,0
575,5.0,1.0,16,0.0,0,0,1,0,0
576,7.0,1.0,32,0.0,0,0,1,0,0
577,6.0,1.0,40,0.0,0,0,0,0,1
578,6.0,1.0,23,0.0,0,0,0,1,1
579,4.0,1.0,34,0.0,0,0,0,1,1
580,4.0,1.0,27,0.0,0,0,1,0,0
581,9.0,1.0,9,0.0,0,1,1,0,1
582,6.0,1.0,12,0.0,1,0,1,0,0
583,4.0,1.0,32,0.0,0,0,1,0,0
584,6.0,1.0,9,0.0,1,0,0,1,1
585,10.0,1.0,9,0.0,0,0,1,0,0
586,7.0,1.0,0,0.0,0,0,0,0,0
587,3.0,1.0,26,0.0,0,0,1,0,0
588,4.0,1.0,19,0.0,0,0,1,0,1
589,4.0,1.0,28,0.0,0,0,1,0,1
590,3.0,1.0,30,0.0,1,0,1,0,0
591,6.0,1.0,33,0.0,0,0,0,1,1
592,8.0,1.0,5,0.0,0,0,0,1,1
593,4.0,1.0,12,0.0,0,0,1,0,1
594,8.0,1.0,21,0.0,0,0,1,0,1
595,4.0,1.0,11,0.0,0,0,1,0,1
596,7.0,1.0,17,0.0,0,0,1,0,0
598,10.0,1.0,10,0.0,0,0,1,0,0
599,6.0,1.0,22,0.0,0,0,1,0,0
600,6.0,1.0,26,0.0,0,0,0,1,1
601,6.0,1.0,31,0.0,0,0,1,0,0
602,4.0,1.0,37,0.0,0,0,0,0,0
603,8.0,1.0,8,0.0,0,1,0,1,1
604,8.0,1.0,11,0.0,1,0,1,0,0
605,10.0,1.0,3,0.0,1,0,0,1,1
606,5.0,1.0,26,0.0,0,0,0,1,1
607,8.0,1.0,20,0.0,0,0,0,0,1
608,5.0,1.0,16,0.0,0,0,0,0,0
609,4.0,1.0,25,0.0,0,0,0,1,1
610,5.0,1.0,30,0.0,0,0,1,0,1
611,4.0,1.0,21,0.0,0,0,1,0,1
612,8.0,1.0,7,0.0,0,0,1,0,0
613,5.0,1.0,16,0.0,1,0,0,1,1
614,6.0,1.0,11,0.0,0,0,0,0,1
615,8.0,1.0,16,0.0,0,0,0,0,0
616,4.0,1.0,14,0.0,0,0,1,0,0
617,3.0,1.0,30,0.0,0,0,1,0,0
618,5.0,1.0,39,0.0,0,0,1,0,1
619,7.0,1.0,34,0.0,0,0,0,1,1
620,7.0,1.0,23,0.0,1,0,0,1,0
621,8.0,1.0,11,0.0,0,0,1,0,1
622,7.0,1.0,36,0.0,0,0,1,0,0
623,7.0,1.0,22,0.0,0,0,0,1,1
624,5.0,1.0,36,0.0,0,0,1,0,0
625,7.0,1.0,7,0.0,0,0,0,1,1
626,8.0,1.0,37,0.0,0,0,0,0,0
627,3.0,1.0,22,0.0,0,0,1,0,1
628,7.0,1.0,15,0.0,0,0,0,0,0
629,7.0,1.0,36,0.0,0,0,0,1,1
630,9.0,1.0,6,0.0,1,0,1,0,0
631,5.0,1.0,36,0.0,0,0,0,0,0
632,2.0,1.0,18,0.0,0,0,0,1,0
633,3.0,1.0,30,0.0,0,0,1,0,1
634,6.0,1.0,14,0.0,0,0,0,0,0
635,5.0,1.0,14,0.0,0,1,1,0,0
636,2.0,1.0,35,0.0,0,0,0,0,1
637,6.0,1.0,1,0.0,0,1,1,0,0
638,2.0,1.0,35,0.0,0,0,0,0,0
639,3.0,1.0,13,0.0,1,0,0,1,0
640,6.0,1.0,11,0.0,0,0,1,0,1
641,4.0,1.0,33,0.0,0,0,1,0,0
642,5.0,1.0,19,0.0,1,0,0,1,1
643,7.0,1.0,25,0.0,0,0,0,1,1
644,7.0,1.0,34,0.0,0,0,1,0,1
645,5.0,1.0,20,0.0,0,0,0,1,1
646,5.0,1.0,37,0.0,0,0,0,0,0
647,5.0,1.0,17,0.0,0,0,1,0,0
648,8.0,1.0,5,0.0,1,0,0,0,0
649,3.0,1.0,31,0.0,0,0,1,0,0
650,7.0,1.0,3,0.0,1,0,0,1,1
651,2.0,1.0,32,0.0,0,0,0,1,0
652,7.0,1.0,22,0.0,0,0,0,0,0
653,5.0,1.0,13,0.0,0,0,1,0,0
654,8.0,1.0,23,0.0,0,0,1,0,1
655,7.0,1.0,1,0.0,0,1,0,0,0
656,6.0,1.0,18,0.0,0,0,1,0,0
657,4.0,1.0,22,0.0,0,0,1,0,0
658,6.0,1.0,20,0.0,0,0,1,0,0
660,5.0,1.0,20,0.0,0,0,0,0,1
661,3.0,1.0,41,0.0,0,0,1,0,0
662,4.0,1.0,34,0.0,0,0,0,0,1
663,13.0,1.0,0,0.0,0,0,1,0,0
665,5.0,1.0,37,0.0,0,0,1,0,0
667,8.0,1.0,3,0.0,0,0,1,0,1
668,7.0,1.0,35,0.0,0,0,0,1,1
669,5.0,1.0,35,0.0,0,0,0,0,0
670,12.0,1.0,0,0.0,0,0,0,0,1
671,4.0,1.0,15,0.0,1,0,0,0,1
672,5.0,1.0,34,0.0,0,0,0,1,1
673,5.0,1.0,32,0.0,0,0,0,0,1
674,4.0,1.0,39,0.0,0,0,0,1,1
675,3.0,1.0,24,0.0,0,0,1,0,0
676,3.0,1.0,23,0.0,0,0,0,1,1
677,4.0,1.0,15,0.0,0,0,0,1,1
678,5.0,1.0,33,0.0,0,0,0,1,0
679,8.0,1.0,3,0.0,0,0,0,1,1
680,7.0,1.0,31,0.0,0,0,1,0,1
681,6.0,1.0,24,0.0,0,0,1,0,1
682,6.0,1.0,21,0.0,0,0,1,0,0
683,8.0,1.0,9,0.0,1,0,1,0,0
684,6.0,1.0,0,0.0,0,0,0,0,1
685,7.0,0.0,0,0.0,0,0,0,1,1
686,1.0,1.0,27,0.0,0,0,0,1,0
687,5.0,1.0,20,0.0,0,0,1,0,1
688,7.0,1.0,30,0.0,0,0,1,0,0
689,4.0,1.0,15,0.0,0,0,0,0,0
690,4.0,1.0,40,0.0,0,0,0,0,0
691,5.0,1.0,14,0.0,0,0,0,1,1
692,8.0,1.0,9,0.0,0,1,1,0,1
693,5.0,1.0,20,0.0,0,0,1,0,1
694,5.0,1.0,44,0.0,0,0,1,0,1
695,8.0,1.0,6,0.0,0,1,0,1,1
697,7.0,1.0,14,0.0,0,0,0,0,0
698,6.0,1.0,31,0.0,1,0,0,0,1
699,5.0,1.0,30,0.0,0,0,1,0,0
700,4.0,1.0,20,0.0,0,0,1,0,0
701,6.0,1.0,34,0.0,0,0,0,0,0
702,6.0,1.0,23,0.0,0,0,1,0,1
703,8.0,1.0,25,0.0,0,0,0,1,1
704,5.0,1.0,25,0.0,0,0,1,0,0
705,4.0,1.0,22,0.0,0,0,1,0,1
706,6.0,1.0,8,0.0,0,0,1,0,0
707,3.0,1.0,38,0.0,0,0,1,0,0
708,8.0,1.0,11,0.0,0,0,1,0,0
710,5.0,1.0,32,0.0,0,0,1,0,1
711,3.0,1.0,44,0.0,0,0,1,0,1
712,4.0,1.0,29,0.0,0,0,1,0,0
713,3.0,1.0,33,0.0,0,0,1,0,0
714,8.0,1.0,29,0.0,0,0,0,0,1
715,4.0,1.0,27,0.0,0,0,0,1,1
716,5.0,1.0,18,0.0,1,0,1,0,1
717,4.0,1.0,31,0.0,0,0,1,0,0
718,12.0,1.0,1,0.0,0,0,1,0,1
719,4.0,1.0,26,0.0,0,0,1,0,1
720,6.0,1.0,26,0.0,0,0,0,1,1
721,5.0,1.0,27,0.0,0,0,1,0,1
722,4.0,1.0,36,0.0,0,0,1,0,1
723,7.0,1.0,1,0.0,0,1,0,1,1
724,4.0,1.0,33,0.0,0,0,1,0,0
725,3.0,1.0,42,0.0,0,0,0,1,1
726,5.0,1.0,6,0.0,0,0,1,0,1
727,7.0,1.0,19,0.0,0,0,0,1,1
728,5.0,1.0,33,0.0,0,0,0,0,1
729,9.0,1.0,7,0.0,1,0,0,1,1
730,4.0,1.0,33,0.0,0,0,1,0,0
731,6.0,1.0,21,0.0,0,0,0,1,1
732,5.0,1.0,31,0.0,0,0,1,0,0
733,4.0,1.0,46,0.0,0,0,1,0,1
734,5.0,1.0,28,0.0,0,0,0,0,0
735,9.0,1.0,18,0.0,0,0,1,0,1
736,8.0,1.0,3,0.0,0,0,1,0,0
737,8.0,1.0,18,0.0,0,0,1,0,1
738,9.0,1.0,19,0.0,0,0,0,1,0
739,5.0,1.0,16,0.0,1,0,1,0,1
740,5.0,1.0,26,0.0,0,0,0,0,0
741,2.0,1.0,34,0.0,0,0,0,0,0
742,7.0,1.0,24,0.0,0,0,0,1,1
743,4.0,1.0,14,0.0,0,1,0,1,1
744,5.0,1.0,13,0.0,0,0,1,0,1
745,10.0,1.0,10,0.0,0,0,0,1,0
746,2.0,1.0,43,0.0,0,0,0,1,1
747,6.0,1.0,16,0.0,0,0,0,1,0
748,6.0,1.0,25,0.0,0,0,1,0,0
749,10.0,1.0,7,0.0,0,1,0,0,0
751,5.0,1.0,36,0.0,0,0,0,0,1
752,4.0,1.0,30,0.0,0,0,0,0,0
753,3.0,1.0,28,0.0,0,0,0,0,0
754,5.0,1.0,34,0.0,0,0,1,0,0
755,7.0,1.0,10,0.0,0,0,0,1,1
756,4.0,1.0,22,0.0,0,0,0,0,0
757,6.0,1.0,34,0.0,0,0,0,0,0
758,5.0,1.0,23,0.0,0,0,1,0,1
760,7.0,1.0,22,0.0,0,0,0,0,0
761,7.0,1.0,6,0.0,0,0,0,0,0
762,7.0,1.0,15,0.0,0,0,1,0,0
763,2.0,1.0,16,0.0,0,0,1,0,1
764,8.0,1.0,22,0.0,0,0,1,0,1
765,4.0,1.0,31,0.0,0,0,1,0,1
766,7.0,1.0,2,0.0,0,1,0,0,0
767,6.0,1.0,25,0.0,0,0,0,1,1
768,6.0,1.0,14,0.0,0,0,1,0,1
769,3.0,1.0,16,0.0,0,0,0,0,0
770,7.0,1.0,27,0.0,0,0,0,0,1
771,7.0,1.0,3,0.0,0,0,0,1,1
772,6.0,1.0,16,0.0,0,0,1,0,1
773,5.0,1.0,16,0.0,0,0,1,0,0
774,10.0,1.0,7,0.0,0,0,0,0,0
775,8.0,1.0,7,0.0,0,0,1,0,0
776,5.0,1.0,20,0.0,0,0,1,0,0
777,4.0,1.0,37,0.0,0,0,0,1,1
778,6.0,1.0,21,0.0,0,0,0,0,0
779,6.0,1.0,11,0.0,0,0,0,0,0
780,6.0,1.0,37,0.0,0,0,0,0,0
781,4.0,1.0,39,0.0,0,0,0,0,0
782,8.0,1.0,14,0.0,0,0,1,0,1
783,4.0,1.0,16,0.0,0,0,0,1,1
784,4.0,1.0,32,0.0,0,0,1,0,1
785,8.0,1.0,9,0.0,1,0,1,0,0
786,7.0,1.0,6,0.0,1,0,0,1,1
787,3.0,1.0,43,0.0,0,0,0,1,0
788,11.0,1.0,8,0.0,0,0,1,0,0
789,2.0,1.0,30,0.0,1,0,0,0,0
790,6.0,1.0,46,0.0,0,0,0,1,1
791,4.0,1.0,39,0.0,0,0,1,0,1
792,7.0,1.0,25,0.0,0,0,0,1,1
793,9.0,1.0,2,0.0,0,1,1,0,1
794,5.0,1.0,17,0.0,0,0,0,0,0
795,8.0,1.0,11,0.0,0,1,0,1,1
796,7.0,1.0,9,0.0,0,1,0,1,1
797,6.0,1.0,21,0.0,0,0,1,0,0
798,6.0,1.0,12,0.0,0,0,0,0,0
799,5.0,1.0,9,0.0,0,0,0,0,0
800,7.0,1.0,15,0.0,0,0,1,0,1
801,7.0,1.0,1,0.0,0,1,0,1,1
802,9.0,1.0,5,0.0,0,1,0,1,1
803,9.0,1.0,8,0.0,0,0,1,0,0
804,9.0,1.0,0,0.0,0,0,1,0,1
805,8.0,1.0,34,0.0,0,0,1,0,0
806,8.0,1.0,16,0.0,0,0,0,1,1
807,7.0,1.0,1,0.0,0,0,0,1,1
808,6.0,1.0,33,0.0,0,0,1,0,0
809,4.0,1.0,36,0.0,0,0,1,0,1
810,3.0,1.0,30,0.0,0,0,0,1,1
811,6.0,1.0,20,0.0,0,0,1,0,1
812,5.0,1.0,42,0.0,0,0,0,1,1
813,2.0,1.0,40,0.0,0,0,1,0,0
814,6.0,1.0,14,0.0,0,0,1,0,0
815,8.0,1.0,2,0.0,0,1,0,1,1
816,7.0,1.0,10,0.0,0,0,1,0,0
817,7.0,1.0,1,0.0,0,1,0,0,0
818,6.0,1.0,18,0.0,0,0,0,0,0
819,8.0,1.0,13,0.0,1,0,1,0,0
820,6.0,1.0,4,0.0,0,0,1,0,1
821,3.0,1.0,32,0.0,0,0,0,1,1
822,5.0,1.0,23,0.0,0,0,1,0,0
823,10.0,1.0,1,0.0,0,1,0,0,1
824,8.0,1.0,6,0.0,1,0,0,0,0
825,7.0,1.0,13,0.0,0,0,0,1,1
826,7.0,1.0,10,0.0,0,0,0,0,0
827,7.0,1.0,4,0.0,1,0,0,1,1
828,4.0,1.0,25,0.0,0,0,0,1,0
829,7.0,1.0,20,0.0,0,0,0,1,1
830,9.0,1.0,5,0.0,0,0,1,0,0
831,6.0,1.0,18,0.0,1,0,1,0,0
832,3.0,1.0,15,0.0,0,0,0,1,1
833,2.0,1.0,31,0.0,0,0,1,0,1
834,2.0,1.0,36,0.0,0,0,1,0,1
835,2.0,1.0,26,0.0,0,0,1,0,1
836,2.0,1.0,32,0.0,0,0,0,0,0
837,6.0,1.0,27,0.0,0,0,0,1,1
838,3.0,1.0,11,0.0,0,0,0,0,0
839,8.0,1.0,11,0.0,0,0,0,1,1
840,8.0,1.0,9,0.0,0,0,0,0,1
841,7.0,1.0,37,0.0,0,0,0,1,1
842,6.0,1.0,34,0.0,0,0,1,0,0
843,4.0,1.0,27,0.0,1,0,1,0,0
844,2.0,1.0,19,0.0,0,0,1,0,0
845,6.0,1.0,14,0.0,0,0,1,0,0
846,7.0,1.0,10,0.0,0,0,0,0,1
847,2.0,1.0,26,0.0,0,0,0,1,1
848,4.0,1.0,27,0.0,0,0,0,1,1
849,7.0,1.0,1,0.0,0,0,1,0,0
850,1.0,1.0,29,0.0,0,0,0,1,1
851,5.0,1.0,17,0.0,0,0,0,1,1
852,3.0,1.0,27,0.0,0,0,1,0,0
853,7.0,1.0,24,0.0,0,0,1,0,0
854,6.0,1.0,17,0.0,0,0,1,0,1
855,7.0,1.0,9,0.0,0,0,1,0,1
856,7.0,1.0,28,0.0,1,0,1,0,0
857,7.0,1.0,3,0.0,1,0,1,0,0
858,5.0,1.0,20,0.0,0,0,0,0,0
859,8.0,1.0,1,0.0,0,0,1,0,1
860,6.0,1.0,16,0.0,1,0,0,0,1
861,5.0,1.0,43,0.0,0,0,0,1,1
862,8.0,1.0,12,0.0,0,0,0,1,0
863,5.0,1.0,30,0.0,0,0,0,1,0
864,6.0,1.0,34,0.0,0,0,0,0,0
865,4.0,1.0,13,0.0,0,0,0,1,0
866,4.0,1.0,20,0.0,0,0,0,1,1
867,8.0,1.0,11,0.0,0,0,1,0,0
868,7.0,1.0,12,0.0,0,0,1,0,0
869,2.0,1.0,21,0.0,0,0,0,0,0
870,3.0,1.0,27,0.0,0,0,1,0,0
871,5.0,1.0,22,0.0,1,0,0,1,1
872,5.0,1.0,13,0.0,0,0,1,0,0
873,2.0,1.0,35,0.0,0,0,0,0,0
874,6.0,1.0,18,0.0,0,0,0,0,1
875,5.0,1.0,16,0.0,0,0,0,1,1
876,5.0,1.0,3,0.0,0,0,1,0,1
877,7.0,1.0,12,0.0,0,0,0,1,1
878,5.0,1.0,39,0.0,0,0,0,1,1
879,7.0,1.0,28,0.0,0,0,1,0,0
880,5.0,1.0,27,0.0,0,0,1,0,0
881,4.0,1.0,33,0.0,0,0,0,0,1
882,5.0,1.0,35,0.0,0,0,1,0,0
883,7.0,1.0,14,0.0,0,0,1,0,0
884,4.0,1.0,45,0.0,0,0,1,0,0
885,7.0,1.0,2,0.0,0,0,0,1,1
886,4.0,1.0,21,0.0,0,0,0,0,0
887,4.0,1.0,42,0.0,0,0,1,0,1
888,9.0,1.0,4,0.0,1,0,0,0,0
889,6.0,1.0,36,0.0,0,0,1,0,0
890,7.0,1.0,7,0.0,0,0,0,0,0
891,7.0,1.0,7,0.0,0,0,0,1,1
892,5.0,1.0,6,0.0,1,0,0,1,1
893,9.0,1.0,1,0.0,0,1,1,0,0
894,4.0,1.0,36,0.0,0,0,1,0,0
895,9.0,1.0,17,0.0,0,0,1,0,0
896,2.0,1.0,44,0.0,0,0,0,1,0
897,2.0,1.0,27,0.0,0,0,0,0,0
898,5.0,1.0,14,0.0,1,0,1,0,0
899,5.0,1.0,14,0.0,0,0,0,1,1
900,8.0,1.0,20,0.0,0,0,1,0,0
901,6.0,1.0,13,0.0,0,0,1,0,0
902,5.0,1.0,38,0.0,0,0,1,0,0
903,6.0,1.0,22,0.0,0,0,0,0,1
904,5.0,1.0,14,0.0,0,0,0,0,0
905,4.0,1.0,32,0.0,0,0,1,0,0
906,5.0,1.0,6,0.0,0,0,1,0,0
907,8.0,1.0,28,0.0,0,0,1,0,0
908,7.0,1.0,32,0.0,0,0,1,0,0
909,6.0,1.0,4,0.0,0,1,1,0,1
910,8.0,1.0,12,0.0,1,0,0,1,1
911,6.0,1.0,31,0.0,1,0,1,0,0
912,6.0,1.0,37,0.0,0,0,0,0,1
913,6.0,1.0,24,0.0,0,0,0,0,0
914,7.0,1.0,34,0.0,0,0,1,0,0
915,7.0,1.0,14,0.0,0,0,1,0,0
916,8.0,1.0,6,0.0,1,0,0,0,0
917,6.0,1.0,11,0.0,0,0,0,1,1
918,7.0,1.0,13,0.0,0,0,1,0,0
919,4.0,1.0,34,0.0,0,0,0,1,0
920,9.0,1.0,7,0.0,0,1,1,0,0
921,6.0,1.0,26,0.0,0,0,0,1,1
922,4.0,1.0,30,0.0,0,0,0,0,0
923,5.0,1.0,13,0.0,0,0,1,0,0
924,9.0,1.0,25,0.0,0,0,1,0,1
925,5.0,1.0,3,0.0,0,0,0,0,0
926,7.0,1.0,12,0.0,0,0,0,1,1
927,10.0,1.0,17,0.0,0,0,0,0,1
928,5.0,1.0,42,0.0,0,0,1,0,0
929,3.0,1.0,36,0.0,0,0,0,1,1
930,3.0,1.0,27,0.0,0,0,0,1,1
931,12.0,1.0,0,0.0,0,0,0,0,0
932,7.0,1.0,9,0.0,0,1,0,1,1
933,9.0,1.0,3,0.0,1,0,0,1,0
934,6.0,1.0,10,0.0,0,0,0,0,1
935,7.0,1.0,10,0.0,1,0,1,0,0
936,3.0,1.0,22,0.0,0,0,1,0,1
937,10.0,1.0,8,0.0,0,1,1,0,0
939,8.0,1.0,18,0.0,0,0,0,0,1
940,5.0,1.0,19,0.0,0,0,1,0,0
941,7.0,1.0,4,0.0,0,1,0,1,1
942,4.0,1.0,15,0.0,0,0,1,0,0
943,7.0,1.0,18,0.0,0,0,1,0,1
944,7.0,1.0,36,0.0,0,0,0,1,0
945,8.0,1.0,3,0.0,0,0,0,0,1
946,4.0,1.0,29,0.0,1,0,1,0,0
947,3.0,1.0,14,0.0,0,0,1,0,1
948,6.0,1.0,4,0.0,0,1,0,1,1
949,7.0,1.0,5,0.0,0,0,1,0,0
950,5.0,1.0,31,0.0,0,0,1,0,1
951,7.0,1.0,11,0.0,0,0,1,0,0
952,5.0,1.0,34,0.0,0,0,0,1,1
953,6.0,1.0,15,0.0,1,0,1,0,1
954,4.0,1.0,15,0.0,1,0,0,1,0
955,6.0,1.0,10,0.0,0,0,1,0,0
956,6.0,1.0,17,0.0,0,0,0,0,0
957,10.0,1.0,1,0.0,0,0,1,0,0
958,8.0,1.0,10,0.0,1,0,0,1,1
959,6.0,1.0,37,0.0,0,0,1,0,1
960,7.0,1.0,0,0.0,0,0,0,1,1
961,6.0,1.0,15,0.0,0,1,1,0,0
962,4.0,1.0,37,0.0,0,0,1,0,0
963,6.0,1.0,24,0.0,0,0,1,0,0
964,6.0,1.0,41,0.0,0,0,0,1,1
965,7.0,1.0,24,0.0,0,0,0,0,1
966,8.0,1.0,11,0.0,1,0,1,0,1
967,6.0,1.0,24,0.0,0,0,0,1,1
968,8.0,1.0,16,0.0,0,0,1,0,0
969,5.0,1.0,16,0.0,0,0,0,0,0
970,6.0,1.0,36,0.0,0,0,1,0,0
971,5.0,1.0,19,0.0,0,0,1,0,0
972,4.0,1.0,11,0.0,1,0,1,0,1
973,8.0,1.0,10,0.0,0,0,0,1,1
974,7.0,1.0,15,0.0,0,1,1,0,0
975,4.0,1.0,37,0.0,0,0,1,0,0
976,4.0,1.0,32,0.0,0,0,0,0,0
978,4.0,1.0,26,0.0,0,0,0,1,1
979,7.0,1.0,27,0.0,0,0,1,0,1
980,6.0,1.0,15,0.0,0,0,1,0,1
981,1.0,1.0,36,0.0,0,0,1,0,0
982,8.0,1.0,35,0.0,0,0,1,0,0
983,8.0,1.0,4,0.0,0,0,0,1,1
984,6.0,1.0,20,0.0,0,0,0,0,0
985,5.0,1.0,29,0.0,0,0,1,0,0
986,7.0,1.0,13,0.0,1,0,0,0,0
987,4.0,1.0,28,0.0,0,0,1,0,1
988,9.0,1.0,11,0.0,0,0,1,0,1
989,4.0,1.0,17,0.0,0,0,1,0,0
990,6.0,1.0,18,0.0,0,0,0,0,0
991,3.0,1.0,31,0.0,0,0,0,1,1
992,5.0,1.0,23,0.0,0,0,1,0,0
993,6.0,1.0,10,0.0,1,0,0,0,0
994,4.0,1.0,12,0.0,0,1,0,0,0
995,5.0,1.0,11,0.0,0,0,1,0,1
996,7.0,1.0,24,0.0,0,0,1,0,1
997,4.0,1.0,38,0.0,0,0,1,0,0
998,10.0,1.0,7,0.0,0,0,1,0,0
999,3.0,1.0,20,0.0,0,0,0,1,1
1000,9.0,1.0,3,0.0,0,1,0,0,0
1001,7.0,1.0,13,0.0,0,0,0,0,0
1002,7.0,1.0,35,0.0,0,0,0,0,0
1003,5.0,1.0,16,0.0,0,0,0,0,0
1004,6.0,1.0,7,0.0,0,0,0,0,1
1005,7.0,1.0,15,0.0,0,0,1,0,1
1007,5.0,1.0,18,0.0,0,0,1,0,1
1008,8.0,1.0,0,0.0,0,0,1,0,0
1009,7.0,1.0,1,0.0,0,0,0,0,0
1010,8.0,1.0,10,0.0,0,0,0,0,1
1011,4.0,1.0,28,0.0,0,0,1,0,1
1012,8.0,1.0,25,0.0,0,0,1,0,1
1015,8.0,1.0,3,0.0,0,0,1,0,0
1016,6.0,1.0,33,0.0,0,0,0,1,0
1017,7.0,1.0,24,0.0,0,0,0,1,1
1018,6.0,1.0,17,0.0,0,0,0,1,1
1019,7.0,1.0,11,0.0,1,0,0,1,1
1020,6.0,1.0,12,0.0,0,0,0,0,0
1021,6.0,1.0,0,0.0,0,0,0,1,0
1022,4.0,1.0,27,0.0,1,0,0,0,0
1023,6.0,1.0,10,0.0,0,0,1,0,1
1024,5.0,1.0,25,0.0,0,0,1,0,1
1025,7.0,1.0,23,0.0,0,0,1,0,1
1026,9.0,1.0,0,0.0,0,0,1,0,1
1027,7.0,1.0,32,0.0,0,0,0,0,0
1028,7.0,1.0,2,0.0,0,1,1,0,1
1030,4.0,1.0,34,0.0,0,0,0,0,0
1031,8.0,1.0,26,0.0,0,0,1,0,0
1032,8.0,1.0,9,0.0,0,0,0,0,0
1033,5.0,1.0,29,0.0,0,0,1,0,0
1034,6.0,1.0,12,0.0,0,0,0,1,1
1035,6.0,1.0,33,0.0,0,0,1,0,0
1036,5.0,1.0,15,0.0,1,0,0,0,0
1037,1.0,1.0,26,0.0,0,0,0,0,0
1038,4.0,1.0,27,0.0,0,0,1,0,0
1039,5.0,1.0,22,0.0,0,0,1,0,0
1040,8.0,1.0,21,0.0,0,0,1,0,0
1041,7.0,1.0,20,0.0,0,0,0,0,1
1042,7.0,1.0,5,0.0,0,0,0,0,0
1044,5.0,1.0,24,0.0,0,0,0,1,0
1045,6.0,1.0,17,0.0,1,0,1,0,0
1046,7.0,1.0,21,0.0,0,0,1,0,1
1047,3.0,1.0,29,0.0,0,0,1,0,0
1048,6.0,1.0,7,0.0,1,0,0,0,0
1049,6.0,1.0,21,0.0,0,0,0,1,1
1050,7.0,1.0,5,0.0,1,0,1,0,0
1051,9.0,1.0,7,0.0,0,0,1,0,1
1052,7.0,1.0,18,0.0,0,0,0,1,1
1053,6.0,1.0,7,0.0,0,0,1,0,1
1054,3.0,1.0,43,0.0,0,0,1,0,1
1055,4.0,1.0,32,0.0,0,0,0,1,0
1056,7.0,1.0,25,0.0,0,0,0,1,1
1057,5.0,1.0,21,0.0,0,0,1,0,0
1058,5.0,1.0,25,0.0,1,0,1,0,0
1059,8.0,1.0,11,0.0,0,1,1,0,0
1060,5.0,1.0,41,0.0,0,0,1,0,1
1061,5.0,1.0,20,0.0,0,0,0,0,1
1062,9.0,1.0,13,0.0,1,0,1,0,1
1063,5.0,1.0,32,0.0,0,0,0,1,1
1064,8.0,1.0,23,0.0,0,0,0,1,1
1065,8.0,1.0,9,0.0,0,1,0,0,0
1066,10.0,1.0,3,0.0,0,0,0,0,0
1067,4.0,1.0,24,0.0,0,0,1,0,1
1068,7.0,1.0,2,0.0,0,1,0,1,1
1069,7.0,1.0,7,0.0,0,0,0,1,1
1070,5.0,1.0,15,0.0,0,1,0,0,0
1071,8.0,1.0,17,0.0,0,0,1,0,1
1072,8.0,1.0,3,0.0,1,0,0,0,1
1073,5.0,1.0,24,0.0,0,0,0,0,0
1074,4.0,1.0,43,0.0,0,0,0,0,0
1075,4.0,1.0,24,0.0,0,0,0,1,1
1076,6.0,1.0,22,0.0,0,0,0,1,1
1077,4.0,1.0,26,0.0,0,0,1,0,1
1078,3.0,1.0,19,0.0,0,0,1,0,0
1079,6.0,1.0,16,0.0,1,0,1,0,1
1080,5.0,1.0,29,0.0,0,0,1,0,0
1082,6.0,1.0,6,0.0,0,0,1,0,0
1083,7.0,1.0,0,0.0,0,1,1,0,1
1084,3.0,1.0,41,0.0,0,0,0,0,0
1085,6.0,1.0,37,0.0,0,0,1,0,1
1086,9.0,1.0,8,0.0,0,0,0,1,1
1087,6.0,1.0,30,0.0,0,0,0,0,1
1088,5.0,1.0,24,0.0,0,0,0,0,1
1089,8.0,1.0,0,0.0,0,1,1,0,1
1090,8.0,1.0,0,0.0,0,0,1,0,0
1091,6.0,1.0,17,0.0,0,0,1,0,1
1092,9.0,1.0,5,0.0,0,0,1,0,0
1093,5.0,1.0,12,0.0,1,0,0,1,1
1094,6.0,1.0,9,0.0,0,0,0,1,1
